Annotated Answer,Final_Output,Original_Query,Quality_of_Answer,Query Type,Total_Cost,Total_Energy,Total_Latency,assignment,category,cost,energy,iteration,latency,plan,qoa,query_type,run_time_seconds,source_file,step_logs,struct_id,New_QoA_Score,Feasibility
1852,1942,"In what year did Thomas D. Wilson (""Big Tom"" Wilson) marry Niagara Ray, the daughter of Amos Ray?",0.4629686772823334,History,2.76e-06,2.67752,3.83408,"(3,)",results_history,8.544e-06,8.768877999999999,1,12.556612,"[([0], ['qwen2.5:14b'])]",0.5245547086000443,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: In what year did Thomas D. Wilson (\""Big Tom\"" Wilson) marry Niagara Ray, the daughter of Amos Ray?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1942"", ""output"": ""1942"", ""input_tokens"": 38, ""output_tokens"": 2}]",0,0.46296870708465576,Feasible
1849,1853,In what year did John Lawrence LeConte travel to California via Panama?,0.6962249279022217,History,2.16e-06,2.00814,2.87556,"(3,)",results_history,8.544e-06,8.768877999999999,1,12.556612,"[([0], ['qwen2.5:14b'])]",0.5245547086000443,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: In what year did John Lawrence LeConte travel to California via Panama?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1853"", ""output"": ""1853"", ""input_tokens"": 28, ""output_tokens"": 2}]",0,0.6962248086929321,Feasible
1965,1952,What year did Shokichi Iyanaga become Dean of the Faculty of Science at Tokyo University?,0.5252229571342468,History,2.46e-06,2.34283,3.35482,"(3,)",results_history,8.544e-06,8.768877999999999,1,12.556612,"[([0], ['qwen2.5:14b'])]",0.5245547086000443,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What year did Shokichi Iyanaga become Dean of the Faculty of Science at Tokyo University?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1952"", ""output"": ""1952"", ""input_tokens"": 33, ""output_tokens"": 2}]",0,0.5252230167388916,Feasible
1660,1660,What year was the Süleymaniye damaged in the great fire?,1.0,History,2.75e-06,2.419557,1.7375350000000005,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What year was the S\u00fcleymaniye damaged in the great fire?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1660"", ""output"": ""1660"", ""input_tokens"": 27, ""output_tokens"": 2}]",0,1.0,Feasible
"Dear Raja Sahib,",His Highness Sriman Raja Mohendra Pratap,"How was Raja Mohendra Pratap addressed in the salutation of the letter sent by Abhay Charan De, also known as A. C. Bhaktivedanta Swami Prabhupada, on July 13, 1947?",0.6014912128448486,History,7.93e-06,6.507774,4.67337,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: How was Raja Mohendra Pratap addressed in the salutation of the letter sent by Abhay Charan De, also known as A. C. Bhaktivedanta Swami Prabhupada, on July 13, 1947?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""His Highness Sriman Raja Mohendra Pratap"", ""output"": ""His Highness Sriman Raja Mohendra Pratap"", ""input_tokens"": 65, ""output_tokens"": 13}]",0,0.6014910936355591,Feasible
Colonel Sir Oliver St John,Major General Sir William Lockhart,Who was the first principal of Mayo College in India?,0.5105839967727661,History,3.12e-06,2.50299,1.7974500000000002,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who was the first principal of Mayo College in India?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Major General Sir William Lockhart"", ""output"": ""Major General Sir William Lockhart"", ""input_tokens"": 24, ""output_tokens"": 6}]",0,0.5105840563774109,Feasible
Marquess Wu,Amyntas III of Macedon,"Who died without naming a successor, which led to a war of succession in 370 BC?",0.0416106469929218,History,4e-06,3.253887,2.336685,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who died without naming a successor, which led to a war of succession in 370 BC?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Amyntas III of Macedon"", ""output"": ""Amyntas III of Macedon"", ""input_tokens"": 32, ""output_tokens"": 7}]",0,0.04161069914698601,Feasible
Friedrich Paulus,Gebhard Leberecht von Blücher,"What famous field marshal said, ""I have no intention of shooting myself for this Bohemian corporal""?",0.32495778799057,History,4.75e-06,3.754485,2.696175,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What famous field marshal said, \""I have no intention of shooting myself for this Bohemian corporal\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Gebhard Leberecht von Bl\u00fccher"", ""output"": ""Gebhard Leberecht von Bl\u00fccher"", ""input_tokens"": 35, ""output_tokens"": 10}]",0,0.3249579668045044,Feasible
4 years.,6,"What was Bindy Johal's age in years when he immigrated to Vancouver, British Columbia, with his parents during his childhood?",0.3483414649963379,History,3.76e-06,3.4207529999999995,2.4565150000000004,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What was Bindy Johal's age in years when he immigrated to Vancouver, British Columbia, with his parents during his childhood?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""6"", ""output"": ""6"", ""input_tokens"": 40, ""output_tokens"": 1}]",0,0.3483414947986603,Feasible
Mud baths.,Hydropathy (water cure),"According to Walter Sichel's book *Emma Lady Hamilton*, Dr. James Graham's specialties in 1780 were ""the then derided but now accepted electricity,"" and what other specialty?",0.2800212502479553,History,5.71e-06,4.839114,3.4750700000000005,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: According to Walter Sichel's book *Emma Lady Hamilton*, Dr. James Graham's specialties in 1780 were \""the then derided but now accepted electricity,\"" and what other specialty?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Hydropathy (water cure)"", ""output"": ""Hydropathy (water cure)"", ""input_tokens"": 51, ""output_tokens"": 7}]",0,0.28002122044563293,Feasible
1852,1878,"In what year did Thomas D. Wilson (""Big Tom"" Wilson) marry Niagara Ray, the daughter of Amos Ray?",0.4873478412628174,History,3.74e-06,3.33732,2.3966,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: In what year did Thomas D. Wilson (\""Big Tom\"" Wilson) marry Niagara Ray, the daughter of Amos Ray?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1878"", ""output"": ""1878"", ""input_tokens"": 38, ""output_tokens"": 2}]",0,0.48734772205352783,Feasible
1849,1855,In what year did John Lawrence LeConte travel to California via Panama?,0.6214243173599243,History,2.84e-06,2.50299,1.7974500000000002,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: In what year did John Lawrence LeConte travel to California via Panama?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1855"", ""output"": ""1855"", ""input_tokens"": 28, ""output_tokens"": 2}]",0,0.6214243173599243,Feasible
1965,1969,What year did Shokichi Iyanaga become Dean of the Faculty of Science at Tokyo University?,0.7229405641555786,History,3.29e-06,2.920155,2.097025,"(4,)",results_history,1.204e-05,10.9213797,1,7.8428735,"[([0], ['gemma3:27b'])]",0.4643924385309219,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What year did Shokichi Iyanaga become Dean of the Faculty of Science at Tokyo University?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1969"", ""output"": ""1969"", ""input_tokens"": 33, ""output_tokens"": 2}]",0,0.7229404449462891,Feasible
Moosetape,Diljit Dosanjh’s “Born to Shine”,Which was the first Indian album to have more than 1 billion streams on Spotify?,0.0408191084861755,Music,4.62e-06,3.504186,2.51643,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Which was the first Indian album to have more than 1 billion streams on Spotify?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Diljit Dosanjh\u2019s \u201cBorn to Shine\u201d"", ""output"": ""Diljit Dosanjh\u2019s \u201cBorn to Shine\u201d"", ""input_tokens"": 30, ""output_tokens"": 12}]",0,0.040818989276885986,Feasible
Heavy,Perfect to Me,"What is the name of the ninth track on Anne-Marie's album ""Speak Your Mind""?",0.1805796325206756,Music,3.36e-06,2.920155,2.097025,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the name of the ninth track on Anne-Marie's album \""Speak Your Mind\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Perfect to Me"", ""output"": ""Perfect to Me"", ""input_tokens"": 32, ""output_tokens"": 3}]",0,0.18057960271835327,Feasible
Dreaming,Feena - Quiet Moonlight,"What is song 3 on disc 2 of the ""Ys Origin"" original soundtrack?",0.2345500290393829,Music,3.8400000000000005e-06,3.170454,2.27677,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is song 3 on disc 2 of the \""Ys Origin\"" original soundtrack?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Feena - Quiet Moonlight"", ""output"": ""Feena - Quiet Moonlight"", ""input_tokens"": 32, ""output_tokens"": 6}]",0,0.23455007374286652,Feasible
"December 16, 2010","September 8, 2010","What day, month, and year was The Legend of Heroes: Zero no Kiseki original soundtrack released?",0.8479047417640686,Music,4.27e-06,3.504186,2.51643,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What day, month, and year was The Legend of Heroes: Zero no Kiseki original soundtrack released?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""September 8, 2010"", ""output"": ""September 8, 2010"", ""input_tokens"": 35, ""output_tokens"": 7}]",0,0.8479048609733582,Feasible
Matthew Dubourg,Richard Jupp,"What is the name of the man buried at Paddington Cemetery in London in 1767, with an epitaph that reads, ""Tho' sweet as Orpheus thou couldst bring / Soft pleadings from the trembling string""?",0.4131947159767151,Music,5.88e-06,5.256278999999999,3.774645,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the name of the man buried at Paddington Cemetery in London in 1767, with an epitaph that reads, \""Tho' sweet as Orpheus thou couldst bring / Soft pleadings from the trembling string\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Richard Jupp"", ""output"": ""Richard Jupp"", ""input_tokens"": 60, ""output_tokens"": 3}]",0,0.41319483518600464,Feasible
"May 19, 2015","October 26, 2016","What month, day, and year did Ciara perform at the Joy Theater in New Orleans for her Jackie Tour?",0.7159271836280823,Music,4.36e-06,3.587619,2.576345,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What month, day, and year did Ciara perform at the Joy Theater in New Orleans for her Jackie Tour?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""October 26, 2016"", ""output"": ""October 26, 2016"", ""input_tokens"": 36, ""output_tokens"": 7}]",0,0.7159270644187927,Feasible
1949.,1948,In which year was the ensemble officially named the A.V. Alexandrov Twice Red-bannered and Red-starred Song and Dance Ensemble of the Soviet Army?,0.7658390998840332,Music,4.2800000000000005e-06,3.837918,2.75609,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: In which year was the ensemble officially named the A.V. Alexandrov Twice Red-bannered and Red-starred Song and Dance Ensemble of the Soviet Army?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1948"", ""output"": ""1948"", ""input_tokens"": 44, ""output_tokens"": 2}]",0,0.7658390998840332,Feasible
11 years.,16,How old was Clint Ballard Jr. when he attended a musical program for gifted students at the University of North Texas?,0.3849919438362121,Music,3.4e-06,3.087021,2.216855,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: How old was Clint Ballard Jr. when he attended a musical program for gifted students at the University of North Texas?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""16"", ""output"": ""16"", ""input_tokens"": 36, ""output_tokens"": 1}]",0,0.38499194383621216,Feasible
"""Auf dem Kreuzzug ins Glück""",Ein Komplott gegen Deutschland,Which album by Die Toten Hosen was the first to reach number one on the German music charts?,0.3868773281574249,Music,4.0200000000000005e-06,3.33732,2.3966000000000003,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Which album by Die Toten Hosen was the first to reach number one on the German music charts?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Ein Komplott gegen Deutschland"", ""output"": ""Ein Komplott gegen Deutschland"", ""input_tokens"": 34, ""output_tokens"": 6}]",0,0.3868773579597473,Feasible
"9, September 2016",29 September 2016,"What specific day, month, and year was Beyoncé's album ""Lemonade"" certified platinum by the British Phonographic Industry?",0.8291781544685364,Music,4.4e-06,3.754485,2.696175,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What specific day, month, and year was Beyonc\u00e9's album \""Lemonade\"" certified platinum by the British Phonographic Industry?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""29 September 2016"", ""output"": ""29 September 2016"", ""input_tokens"": 40, ""output_tokens"": 5}]",0,0.8291780948638916,Feasible
Moosetape,Badtameez Dil by Salim-Sulaiman,Which was the first Indian album to have more than 1 billion streams on Spotify?,0.0357796028256416,Music,4.679999999999999e-06,2.811396,4.025784,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Which was the first Indian album to have more than 1 billion streams on Spotify?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Badtameez Dil by Salim-Sulaiman"", ""output"": ""Badtameez Dil by Salim-Sulaiman"", ""input_tokens"": 30, ""output_tokens"": 12}]",0,0.03577961400151253,Feasible
Heavy,Forever Isn't Long Enough,"What is the name of the ninth track on Anne-Marie's album ""Speak Your Mind""?",0.0486180782318115,Music,3.12e-06,2.476706,3.546524,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the name of the ninth track on Anne-Marie's album \""Speak Your Mind\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Forever Isn't Long Enough"", ""output"": ""Forever Isn't Long Enough"", ""input_tokens"": 32, ""output_tokens"": 5}]",0,0.04861808568239212,Feasible
Dreaming,Mystical Spring,"What is song 3 on disc 2 of the ""Ys Origin"" original soundtrack?",0.2920835018157959,Music,2.8799999999999995e-06,2.409768,3.4506720000000004,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is song 3 on disc 2 of the \""Ys Origin\"" original soundtrack?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Mystical Spring"", ""output"": ""Mystical Spring"", ""input_tokens"": 32, ""output_tokens"": 4}]",0,0.2920835018157959,Feasible
"December 16, 2010","The Legend of Heroes: Zero no Kiseki original soundtrack was released on June 29, 2022.","What day, month, and year was The Legend of Heroes: Zero no Kiseki original soundtrack released?",0.2469076514244079,Music,7.62e-06,3.882404,5.559416000000001,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What day, month, and year was The Legend of Heroes: Zero no Kiseki original soundtrack released?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""The Legend of Heroes: Zero no Kiseki original soundtrack was released on June 29, 2022."", ""output"": ""The Legend of Heroes: Zero no Kiseki original soundtrack was released on June 29, 2022."", ""input_tokens"": 35, ""output_tokens"": 23}]",0,0.24690772593021393,Feasible
Matthew Dubourg,Thomas Linley Sr.,"What is the name of the man buried at Paddington Cemetery in London in 1767, with an epitaph that reads, ""Tho' sweet as Orpheus thou couldst bring / Soft pleadings from the trembling string""?",0.3111128807067871,Music,4.8e-06,4.35097,6.23038,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the name of the man buried at Paddington Cemetery in London in 1767, with an epitaph that reads, \""Tho' sweet as Orpheus thou couldst bring / Soft pleadings from the trembling string\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Thomas Linley Sr."", ""output"": ""Thomas Linley Sr."", ""input_tokens"": 60, ""output_tokens"": 5}]",0,0.31111299991607666,Feasible
"May 19, 2015","Ciara performed at the Joy Theater in New Orleans on November 18, 2015, as part of her Jackie Tour.","What month, day, and year did Ciara perform at the Joy Theater in New Orleans for her Jackie Tour?",0.3205149173736572,Music,8.4e-06,4.150155999999999,5.942824000000001,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What month, day, and year did Ciara perform at the Joy Theater in New Orleans for her Jackie Tour?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Ciara performed at the Joy Theater in New Orleans on November 18, 2015, as part of her Jackie Tour."", ""output"": ""Ciara performed at the Joy Theater in New Orleans on November 18, 2015, as part of her Jackie Tour."", ""input_tokens"": 36, ""output_tokens"": 26}]",0,0.32051482796669006,Feasible
1949.,1967,In which year was the ensemble officially named the A.V. Alexandrov Twice Red-bannered and Red-starred Song and Dance Ensemble of the Soviet Army?,0.5878627300262451,Music,3.12e-06,3.079148,4.409192,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: In which year was the ensemble officially named the A.V. Alexandrov Twice Red-bannered and Red-starred Song and Dance Ensemble of the Soviet Army?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1967"", ""output"": ""1967"", ""input_tokens"": 44, ""output_tokens"": 2}]",0,0.5878628492355347,Feasible
11 years.,Clint Ballard Jr.,How old was Clint Ballard Jr. when he attended a musical program for gifted students at the University of North Texas?,0.1162298172712326,Music,3.36e-06,2.744458,3.929932,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: How old was Clint Ballard Jr. when he attended a musical program for gifted students at the University of North Texas?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Clint Ballard Jr. was 12 years old when he attended a musical program for gifted students at the University of North Texas."", ""output"": ""Clint Ballard Jr."", ""input_tokens"": 36, ""output_tokens"": 5}]",0,0.1162298172712326,Feasible
"""Auf dem Kreuzzug ins Glück""","Die Toten Hosen's album ""Hundepech"" reached number one on the German music charts and was their first to do so.",Which album by Die Toten Hosen was the first to reach number one on the German music charts?,0.1102841347455978,Music,8.999999999999999e-06,4.217094,6.038676000000001,"(3,)",results_music,9.126e-06,8.5948392,1,12.3073968,"[([0], ['qwen2.5:14b'])]",0.4583468839526176,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Which album by Die Toten Hosen was the first to reach number one on the German music charts?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Die Toten Hosen's album \""Hundepech\"" reached number one on the German music charts and was their first to do so."", ""output"": ""Die Toten Hosen's album \""Hundepech\"" reached number one on the German music charts and was their first to do so."", ""input_tokens"": 34, ""output_tokens"": 29}]",0,0.11028407514095306,Feasible
